XGL -> DVU,NVR,IIT,DF,CHH
UXJ -> UOL,USI,CTV,RKI,XPL
YIB -> XWE,FXG,JYK,ALI,LQP
CHL -> QRG,ITZ,TNC,LLE,ABO
WLT -> FYB,NNL,NHG,OOA,TVG
EBX -> GUU,NZX,DOF,CA,DBU
IHA -> IBL,VFF,LOE,TVX,MZU
JUW -> BIM,QYK,NLM,CNK,ICW
GNG -> OLZ,SNE,OKL,HAL,TFG
PPX -> OZS,XAD,QHE,RYV,QRX
ODP -> HLD,FLK,NVO,SWN,UZV
ZFE -> MCN,KRA,EGQ,MYK,AZR
ZUZ -> JLZ,YDS,ZSC,SVT,URK
PED -> ENP,TSU,TKQ,VYD,PBB
AMC -> ZTR,JUY,YLH,VSF,YDS
EJY -> LAD,BDY,AFZ,HCY,SBW
TVO -> GRK,VWG,JHJ,JMI,VAD
EDP -> EVL,MHM,XFA,TFX,OFS
PLQ -> HIB,MGH,UDZ,EIP,LOI
QIX -> H,GVL,FFO,HPA,XTA
UTF -> ZXS,HAT,AKV,UHU,IFR
DFZ -> GXP,TFV,LUV,GGO,VNA
EBF -> YYA,BTZ,VLX,DUH,PQN
WOL -> TLC,KIX,CGR,SEE,SWY
YAD -> OWQ,UTL,ZCB,TPN,BCA
MWB -> RW,JZK,JIL,LHM,TGO
YZO -> NNJ,UKY,PYG,FDK,LSV
OU  -> MTX,ZMV,BCN,XTN,HAH
DBJ -> ZLY,TRZ,WJQ,XCA,UUY
GUS -> NAB,YTT,IHY,ORV,DW
FXJ -> SRV,UHP,NOS,LMF,CUK
CYD -> ZDL,OHY,KFG,CTT,OJY
CZY -> OHV,TLR,ART,NDP,TMI
BBG -> PQO,DVD,QVJ,SPG,AEZ
DHN -> XLV,XAX,NYV,ONL,MDL
QHB -> ULX,GDF,HST,WRX,AXT
UKS -> SIX,OBQ,PPM,IAZ,WCR
VCL -> HBP,NHC,VBJ,UPA,XWH
RIY -> SSA,QBN,MRK,MNV,GTL
YQE -> OPR,AAD,VNN,XRL,KCO
HMT -> KLZ,KPK,ICF,GVV,VJB
USU -> OIA,HNB,UJS,PXN,APT
RSD -> GB,EPH,JS,CBU,GHL
UE  -> FRA,UJQ,SWB,COK,ZZD
JVN -> PXV,MOO,KII,PBV,DON
MTN -> ZNP,SHY,FOP,ZAT,XCR
FXX -> KE,UR,CN,US,GIB
BXB -> IVF,KWN,YOF,QKR,APL
JR  -> QSD,RCB,CUN,RFR,YAB
SSD -> BHH,CCO,VSM,OKS,BLX
FLW -> BFI,VQC,FBQ,MIN,XGW
KM  -> ZFA,XXF,IKL,HVJ,AYV
VNS -> QZX,FBF,AOP,EJE,KCH
GGD -> XKU,LDA,QFC,BJG,NAV
RRV -> NVS,QXO,BBM,XRO,WNC
XWP -> QTG,RRH,AHR,BOF,SEG
QOC -> AJP,BXH,BAN,IRY,GSJ
QII -> EHL,IMK,UZZ,VXN,KFU
URJ -> CNB,ASA,IAW,LV,TBO
QWO -> TBQ,RMU,FHE,ZTH,XGK
MOR -> YDX,MTW,LSI,LW,XAL
PWJ -> FTV,VPR,OQD,URK,SYB
BQL -> JOP,PHB,DMT,LUA,LYQ
LUN -> EPR,OFY,FOJ,JDZ,HRC
YOI -> KHO,RLP,QXH,PVH,EOS
HVA -> QXR,NPC,JPZ,DJN,UFE
UIG -> BJ,ORL,MSW,NGA,HOT
NUR -> PYN,MBW,ZGN,XLW,NGU
WPD -> IGH,RFI,HPA,KJA,VUF
QUI -> DUD,ADC,III,UQF,SBI
LSF -> TKL,DCC,VOR,IYK,EYY
NPL -> CHL,EXA,JAX,WRA,PDF
QUG -> VFU,PMI,AKG,KNU,JUV
TNE -> IDI,OYT,KS,HQW,VDF
YFC -> QKH,JMP,VZJ,NCP,LIU
DRU -> QQZ,JJF,GNC,TWK,IPS
JNW -> HNB,ADV,EKI,BXL,YHP
HBG -> VWW,TUH,BWC,YKU,ODC
JBF -> XTX,XEU,OWR,PBQ,KUH
HT  -> RRR,USK,TGC,ZSF,UHZ
PTK -> SRQ,SJS,OEY,VLF,IUN
UJW -> HPD,YIH,XGO,RXA,GAM
SOF -> JXW,DSZ,VRA,DRL,XKB
AVH -> SZF,OHR,SRX,BQF,NCH
TMG -> AAM,MNG,YUZ,UZP,GLZ
RQE -> MDB,ABD,ZIJ,RUO,SNU
NUP -> MXY,LFE,KNF,TUS,RFS
YXD -> WJB,CFY,XDZ,NEQ,YEW
OHH -> SAV,FSX,MTX,CAN,BUB
TYQ -> LJJ,YJR,SQI,TRP,GUK
HHW -> SQN,LN,BJ,ZBV,NDQ
IVP -> GXN,EPN,DWB,YMR,TJZ
NTM -> NKZ,RMO,AZO,EWL,CEI
PAC -> VUO,ERG,IXC,CPD,PIH
EDK -> REV,MYF,CKD,ORN,NHL
KTG -> ADZ,JHZ,EO,YCY,MLT
OHT -> BQG,CTD,DED,WTF,THT
JKI -> MZE,QUG,PIS,JBZ,WNH
RZW -> UQY,UKH,DHG,NQV,MEE
TGO -> NNK,XHY,TNQ,HLZ,OML
HAX -> HYE,JCS,VZO,OAW,GJE
THZ -> XJ,ODC,GRB,NT,YLO
KMW -> AFT,YBR,FMC,PSB,YFD
KOF -> UAN,FXY,WIX,JGF,KHB
OYQ -> NJQ,RLB,IDH,DSD,DIV
GCP -> NPQ,XKO,GUS,EXY,SFJ
CKP -> CBL,AUM,GIN,TLM,RHQ
BZG -> SKI,FDQ,NDZ,WRW,EIO
QIY -> IOI,QYY,EWW,WTD,RNF
CLR -> QO,CFU,PGV,MMU,QSO
LSC -> GSD,CHJ,EDJ,SPM,QNJ
SEW -> YX,XYN,HUC,WBL,BNU
CVS -> RDJ,TZO,KMU,BBA,OU
USF -> ZKB,FJ,UJN,PMM,TOV
LUA -> YLR,YCX,WSO,ZEW,CCZ
TJP -> VGY,JED,BOU,HVB,CNT
FMQ -> EG,VXP,NOR,KYX,BWP
PME -> KEP,GSE,SGS,YYN,FSE
WYL -> HZV,LFL,DXO,PMK,INU
XJE -> JGY,NAL,AJO,HOH,POK
BF  -> QWM,WUQ,KFI,HS,FE
NMG -> GEW,OWJ,VWK,SHC,WPI
IA  -> FQM,GXL,XUV,ZBZ,IFH
LNH -> XIX,ZFP,CMT,LYM,EXI
UQS -> HSI,UNY,CHJ,PMO,VEZ
XFP -> YIU,TPQ,OFN,QOG,EVQ
AAY -> AMB,KKJ,QAU,MNU,YZL
YCG -> SQZ,CJJ,XCX,EIN,LZG
AXZ -> ZGQ,RMF,ATH,NPK,ZVY
YDS -> VZF,MND,WQF,UHN,KQV
XAC -> BAD,MNJ,WSD,SFP,SIX
MQM -> PHX,PFZ,GTI,VQT,EWU
ZBX -> JFB,HKB,NRS,TPU,HIW
OAM -> OUY,WLO,JPR,EHX,ZVA
CZD -> SJV,KXN,YCZ,XRR,DBY
GXZ -> AWU,TTY,TSK,QOD,FKU
QQC -> AFB,SGS,QZR,YIY,OIJ
JID -> DIV,FSS,FIQ,JIQ,LLP
QYC -> PFN,HTH,ZLF,GAV,HVI
CCR -> BRL,ZYF,BFI,HPH,UVI
LCL -> PBP,ICH,MZO,ABR,XNW
UTG -> OPK,KXS,UKY,ZOD,XWS
IFE -> UQ,YBP,BHO,BVE,VQB
OHX -> YYS,RFK,SAK,DGV,XNG
VFR -> PZR,OST,RDJ,LWQ,WIL
EZH -> GRL,TCK,XCN,YTR,LOB
AID -> FPF,QRV,UAH,YZN,TSG
YKW -> NIB,AOL,UBT,CFO,USW
KKA -> RFX,UND,RUY,YEW,VGT
UHY -> OWL,OZF,JLT,NPT,EUN
BHT -> QCO,THR,WXJ,IRX,QRY
XEN -> VEJ,RHW,JFW,PDZ,CPJ
GPA -> XFW,BWT,VMU,ZMW,NLV
CGG -> VDJ,GYW,SVI,NUQ,KLW
EGU -> RVF,ZFV,AQL,RFW,UJB
EJF -> RFN,MUO,LNB,UZY,OCN
RGH -> BNS,MSV,UAP,TEA,XKR
KRD -> HKJ,YZL,IWV,DQO,HX
UCI -> OPM,ZXC,JAG,LPS,RGE
HSO -> IQX,FVR,ZUB,FER,ECE
SAZ -> MGE,PNF,SST,AVZ,ATA
IIK -> VDA,LYM,BBL,PCM,WAI
LWW -> MUC,TIT,JSI,ZMG,JSV
WZH -> SQV,BDE,MIR,XYO,WQD
KNP -> OI,HEB,ZVE,GFN,ISA
ZVI -> FGT,ZSY,UFL,NQB,XXA
OUI -> FAV,KRZ,RTP,HCO,MJZ
BNY -> NLV,SQO,PGK,ISH,GVN
VFO -> ORV,AIS,RRF,DGO,XUY
KMH -> BWR,ZFI,DPQ,GFT,KDY
PEI -> HCC,CVP,PKS,AGC,DCF
LKZ -> XTC,OFE,KAV,AWQ,JYV
SIU -> AWS,HFX,TWA,EFN,ORV
IJR -> XUR,VRP,SMP,BMI,AAN
MPP -> CZI,WWE,BOH,VUB,IXJ
SYL -> DJV,EJC,UPU,CBC,MWM
WGO -> DQA,DKE,EVR,GAA,SAX
WZK -> LDZ,LPW,WZE,DNG,JRF
JYP -> JJH,LPJ,LIP,BOZ,RYD
DPI -> QHQ,JTY,YOK,QYZ,UMA
HNE -> RUZ,UIY,XMN,HCX,MCL
JPP -> MOW,IGD,QGU,XRR,JSP
JCQ -> WAS,JZD,BJI,ABL,LXD
CGE -> RFN,GOL,TLJ,DZN,APZ
AEX -> QVS,LL,ANP,LWC,IQG
OKE -> SYV,UZ,CD,AAV,JY
IE  -> YGH,OOT,CCE,BEU,WHI
YRW -> HK,QWK,HJK,YAX,PGI
HKA -> INW,RDC,NGP,TXS,PCN
RRE -> OZK,RK,OQZ,GHO,KTV
PKB -> HQW,MFP,RJL,MBJ,BHZ
UZJ -> VQV,VCK,BSH,PMR,ZKH
QMJ -> UVD,ZJR,HVM,SWY,GTB
AQE -> VG,DNZ,HZD,KSH,TFK
LSP -> LJY,NQH,TLH,QPO,HXT
YHP -> ZRF,FJY,PMG,CGT,CAI
JVY -> WCC,FWX,FQD,LSZ,KBE
ZTR -> WUU,BSJ,UY,DBQ,BSQ
SOV -> XDD,PJL,KHL,GCR,OOA
EJD -> TZL,XCW,COV,JXP,FPS
IEO -> OKC,VIF,ARX,MHB,QDY
OOA -> CSH,WSE,ZFI,ZNH,DWI
WFH -> TZ,TGP,AKB,BCX,PWR
UEI -> MSN,OZA,MUL,PVH,YHF
QTB -> PLP,KBS,XNC,HQR,E
OYL -> BNQ,PEK,UCP,RKP,VFZ
OID -> JUF,DDB,GZT,EJP,GIQ
OJW -> CIC,YAI,LXP,OSK,NOV
GST -> VZO,ZTA,VIF,RXI,SKB
OKG -> VRB,FHU,WLF,ENF,CIO
BI  -> VVR,XIF,HVR,SST,WGJ
TWK -> WCY,RLY,LDF,ZIZ,XV
XKT -> REJ,OLP,RHJ,IRR,QET
YJW -> FDU,QNE,QLU,WZW,FCQ
PHA -> RUD,JWC,CXE,UAL,NOO
DIV -> BIS,OSY,WAZ,LDD,EDO
GVO -> RS,UUV,EWC,DBY,MKZ
TDR -> CVH,TYT,JRF,JIW,XRT
RXQ -> KLG,PEA,ZEK,XBG,FQN
PWY -> EGL,CZW,QEK,SCO,XCC
IJZ -> IJ,XSD,VGZ,SIN,WSE
AYG -> ZTF,MXD,AGW,RMU,DJD
EJR -> YVC,NUJ,TPK,RVM,ZUX
TAU -> WIO,HSN,BSD,IPS,KVX
BHE -> SCG,BAB,CCC,NFB,HRH
MLB -> FLQ,EZG,YBZ,YSM,DJA
VCJ -> ZEJ,KRW,SMO,CSV,CBW
SZY -> FTE,KPW,OAW,WSO,HCY
TLX -> SFI,AJV,BYH,CQQ,NQX
TQA -> PTT,DHR,MME,ZTU,RVL
DAS -> YEI,XXH,ITX,PCV,FPO
QFQ -> EKH,MLC,DIF,PQR,YQT
TFM -> ZBE,PDI,SPA,TQS,CHZ
RUY -> YWA,DPX,GCD,YUY,ZRA
GJB -> CUQ,AQW,OE,MMC,BXD
EOE -> KKL,FBM,XVQ,CNA,UOT
TOD -> NM,XJY,YVQ,JOM,QDJ
RCY -> YYX,AUE,ZTB,XVC,SCE
AF  -> YIG,MCQ,OPM,QWI,XHH
FLT -> PSA,FCZ,ETS,LIS,JOR
ZRV -> HRQ,YOH,WKA,SRX,YFM
HDK -> KTG,BQ,JZC,CVM,RTC
KEY -> JTW,GIA,PJE,CN,YWO
IUH -> GSM,XXM,CZO,TVR,PYF
FUD -> BGS,OYG,HNA,DDB,XCA
UVY -> CJX,GSB,HMU,SPZ,HKM
PSO -> PXB,HN,IKQ,KSG,XUQ
XIG -> CFR,DCS,YVY,OBP,LVT
HAA -> IOL,SNV,TVL,VXN,SWZ
DRN -> QKB,DOF,IXO,YIK,YUX
LZI -> TSS,CBW,FBH,PFD,AZD
DEU -> GAP,SNT,CNJ,XVC,KJM
PKX -> JQ,LNX,IJP,IYD,SQH
AXJ -> FCO,CRL,SPL,GNO,XSW
KXP -> QCO,UGY,UEQ,OWY,VYX
RWQ -> SLN,YWB,ZRO,GEH,NTW
LEK -> ZDO,ZTG,UGJ,YLN,EIC
JFK -> GYE,WFX,BYO,LJU,YZS
OJZ -> GXC,WXR,UPF,GES,EBW
PEL -> QCV,BHC,WDG,QRZ,NSF
MJR -> NAR,ZNG,XJK,WHA,NYQ
MOL -> QMQ,BLR,ALQ,VWA,HUA
FVQ -> MJ,IRL,IEC,CKV,XDG
YNE -> UMY,COD,AXQ,OYX,VSY
VCV -> ZFI,XLM,IZ,WQK,VXX
MHT -> MTE,FTA,EZN,OMP,VFP
WUT -> ZI,FTA,LTT,KOA,RAP
BWZ -> ABZ,DCD,TWP,FQH,CVB
MOX -> VJL,BUM,PGJ,ZLS,TMR
DOF -> UTY,KFA,OBM,QMY,BNB
COF -> NFL,PRW,SUC,HDX,ZRG
XDW -> LVR,PZV,RGX,ZMR,GOE
YXC -> KJR,GSA,NLZ,WIH,SVU
NAG -> XID,GLV,VXY,CSB,JFV
GUB -> EOG,RPX,XCH,FZP,QXB
TNT -> AGK,TEM,TNK,UEN,KUA
AP  -> AL,OWQ,HYL,VMA,NNF
BUO -> NHM,FKJ,JCN,QQC,GZ
TWW -> MRM,YHE,PZH,KK,NOP
SOK -> LGT,JJQ,USX,CWK,XKQ
CXL -> NUC,REI,LEG,ATL,CSP
ANT -> WLT,OFZ,AHW,TEL,EYI
KOS -> EPH,YYS,QKP,AWY,VBO
SUF -> AYW,AHM,TVM,MVH,ZDQ
ITD -> CXK,UV,CYF,AXC,VGF
ZJI -> LWQ,SKT,PWL,PLH,FFN
BKS -> CMB,ALI,CCS,CJT,WSJ
GGL -> HAD,HET,HDF,NTQ,PAB
HBZ -> VTD,HFI,GCL,FZY,FWZ
MBD -> YNA,PAT,HZE,RKG,PJH
BDV -> KFE,RYO,CZA,DHW,CHB
AAP -> QDB,MCV,PME,EVE,LNL
KTZ -> RYW,PHY,JLD,ABI,OQD
PFN -> UIJ,VRR,AGX,KTZ,FXI
QWW -> EOY,PYL,DEQ,XJN,TVT
XMM -> BSI,KBM,MIE,BST,RFM
MXY -> JQI,ZDX,VJG,SPT,LI
BLX -> IMQ,IYB,AVQ,FCM,NEC
HIH -> BXK,RCZ,DXW,FXW,SDJ
NTY -> GRV,BQJ,TIY,YLG,LJI
YMP -> QM,BBC,UCW,GTO,ICT
NLD -> PDK,ADB,HZV,ETT,UKA
GTA -> WHB,JFI,SHT,OVH,YND
PVE -> XSS,UEJ,OLZ,JTX,KCS
CHO -> LCG,OQO,ZMS,RII,ZIW
TBB -> IHP,ZPS,MGM,ZIZ,MYE
UJV -> LLU,BML,MYO,EGH,QDE
ZE  -> VEM,PIO,MHM,NXC,ACX
TNV -> BUP,UDN,HAR,PIN,TZR
HCP -> ZBC,HR,RGJ,BCM,LXV
KE  -> CKQ,ENZ,XLD,MPI,VZN
JQX -> UCH,MTN,TED,CWW,WMB
HIU -> FRW,NMR,MPW,CKC,ZFB
EEC -> ORN,NSR,FOT,FN,MZT
PZA -> NEO,MLB,HOQ,DZM,AQS
CXP -> ZKQ,WIE,SEV,RJA,OPK
SLU -> TJQ,YJG,JBK,INK,XTJ
DXG -> BLP,ODD,TJI,KSQ,QLT
BKE -> NTD,VRA,SLY,XYJ,DZB
AUW -> WXY,UEO,KHE,MNF,YMV
PYK -> BES,ABY,XIZ,WLK,HKH
YGJ -> HPP,SCT,JIB,WKT,VES
YMU -> GVH,DUF,CRD,JXC,CLM
LQO -> SLA,GHW,LQE,SKG,EZK
DJM -> IBH,MTV,MRW,EZ,SLN
DLU -> EAA,JMH,WTQ,QPP,KQ
QQU -> CLA,CYI,JVO,JUT,AWF
NTH -> ATR,SIW,LPO,BHB,XIS
LHL -> EYE,EEM,AUS,FOF,M
RLW -> PDR,WDT,TBO,ZNV,ARD
BKW -> ZQD,IBY,ZMP,AEW,PEX
AXF -> RKA,NEV,JWV,FJN,OLI
MGO -> EIG,KUY,RPZ,OCP,IWW
QDA -> QQX,X,CDN,WPG,REP
OCR -> TQL,LKP,SMF,KDM,MLW
BQK -> BVR,PQA,PLQ,HHZ,SPC
UDH -> WDI,WWF,VWS,WD,DBU
AWI -> CPR,MFJ,YAZ,QPJ,XDP
VBE -> MQK,YPS,MRN,UWN,SRL
RPP -> ACN,UFM,IRB,GFL,CIB
TCM -> DNG,RMR,XCI,AXE,MKI
IRN -> SLD,CBJ,ELY,GBF,NHN
WTM -> AGK,IZX,MNP,FTT,NVM
JI  -> VHX,ONK,WUU,KZC,HOL
PAP -> TOY,QYT,QAY,OIS,NJD
NDC -> WDH,GGQ,WM,SDJ,XSA
MY  -> WKN,QYH,RFC,UHY,EXN
DOL -> JCQ,AJV,OLI,JAR,ODL
RCW -> PKZ,ISG,FWY,AX,RIT
BKV -> VAP,VGB,YKR,CLJ,KJG
MPF -> OTF,JAG,THK,HTJ,PAM
EVE -> PBU,LQZ,WPL,ITD,XFW
LJM -> XUM,DFC,MYI,SLC,PZM
FKI -> SHS,JOP,LTZ,PXR,XFS
LBT -> DND,HAI,FPH,DBP,UVV
BZB -> YXD,KHC,PNC,OQK,ALW
TWJ -> TNR,FKG,AX,ANB,SNU
SSC -> DEU,ADN,VBW,MCP,ECB
GXA -> IMX,CQK,DA,GZJ,KQL
KRR -> PUW,TIT,KPP,ADK,GOQ
PET -> NRJ,LBR,PMI,WBM,RFU
OGI -> PJF,YWH,FVS,DPV,CAP
UDA -> LUF,DRA,BOO,RSZ,KEL
FEU -> NKP,DFK,NJF,TSU,IRY
LFC -> CHK,ZOD,BBI,CCR,JAL
TTO -> GIM,BQ,ZGF,YC,QTL
ZKL -> BUB,XXM,QFB,HAU,XEO
ZUF -> HIW,ARG,NJC,XZU,CUV
PPA -> FUO,RWL,XRV,NHS,YLB
IVN -> FTD,ZQL,NCS,HOZ,AWM
GKM -> TTH,ZHY,TVC,LJX,UIQ
NXC -> FRC,NSE,SWS,OBU,PYL
LRN -> QBW,UUL,UIH,QAF,PVM
NYJ -> YGO,OUZ,CFS,JYM,WLA
CK  -> FXB,CAN,SMK,FAB,VMG
DGT -> ZIM,TRU,HIT,RZX,BDI
XMW -> VCX,UKA,DYP,WEK,IOK
FHJ -> DFD,WVR,CHP,WXA,VJO
QIB -> IPZ,NBH,II,MMJ,DQL
VRW -> HOG,YXJ,KGV,YGV,PQR
AEG -> SEH,OOJ,NKB,SQM,NNJ
CUH -> XUW,IGZ,DFN,JPE,FHC
GDJ -> AQW,NEJ,OWB,KBP,ZNW
JPX -> UUN,QXG,EWN,LFP,WLM
AQX -> YMG,GIG,ZXR,VJ,CSO
NWV -> FVN,MRO,IRY,UPI,PLA
ECZ -> ZWR,AUY,KSY,NNL,RE
EQG -> ETL,MJH,YDB,WHS,KXB
XFK -> VVJ,KKX,OXB,BSO,TLG
MIY -> CPZ,KFP,YPD,WXT,XGX
KDK -> ATT,MIL,MJZ,BYG,MZH
RN  -> KVX,MGY,DIM,FIL,XUN
TKT -> GBE,TZS,OLN,YMN,DQG
RD  -> KBL,ZSO,JTE,JPW,IA
EIA -> DHF,WSY,ZZ,LWH,KDP
ODR -> YJI,AIH,RK,EXO,YWZ
RXL -> JDG,SJZ,MQP,ACP,XUR
VOS -> SHS,SVR,EGG,RVO,IXN
RRP -> IOD,PEA,TVH,YPV,BZG
UHS -> XZQ,LBG,UET,JBB,ZVP
GFB -> PNI,HQX,EOE,LXJ,KSJ
ATC -> VKF,EJG,BU,UNN,VPO
DHX -> SCK,XXA,KUV,AUF,NXW
FVZ -> QIP,GUW,HCS,EQZ,NOU
KNO -> KYR,QFH,WRL,QPC,YEG
YFD -> PAF,JAO,JFS,OWV,WNX
JDZ -> PAE,ROZ,OPD,HHT,SIJ
YDU -> QWA,XVA,AQD,KOK,JSL
LUH -> BYK,NKI,XWR,NKL,JJE
EEN -> JRR,UUU,ZRG,UTJ,RAQ
FPM -> HHA,BVM,BAM,FFB,KHA
JLR -> FCJ,RNN,JVD,FXW,HOI
YZG -> LOK,GMT,ITQ,FJG,EQO
JWJ -> NAL,AYC,YLJ,MJY,MBC
CLX -> MC,WRO,QRB,SEL,NYZ
CGN -> DSJ,SIZ,BLR,RAE,ANV
TAR -> WKS,SET,IUN,NXD,LEJ
HR  -> YVV,PBE,OPG,RVO,BBY
UGD -> HAC,LXI,PUC,RBT,ZZQ
OP  -> TTQ,ARU,UGJ,LNL,VOA
HCV -> KID,AVG,FSE,RQL,WVM
IYA -> PJR,UMC,SIH,MHO,DZK
FGD -> GXX,CFZ,FRQ,QZZ,NGY
SEB -> UOC,KOM,LWS,UGX,DHO
CJ  -> XTW,HVO,GHE,HPN,QFJ
MFI -> SAI,UKA,FRA,MPN,ZWH
KFD -> JJY,RUY,UZO,FFT,GNS
VO  -> MYG,OFP,QBM,WDX,XOZ
BSC -> CEP,XVK,BRR,ROJ,MEE
FYM -> JIN,XBQ,HBY,FUF,WHU
HOX -> SBL,OPB,RMZ,TDM,NEV
HOS -> IZY,QGK,GSJ,LUE,CKX
MXR -> NUE,VLD,OPE,YWV,FTZ
BSJ -> GH,PNR,JAI,VFN,QZR
LBU -> VOZ,MGE,ALF,ITX,NEA
VPA -> EAQ,WRU,MVF,QKS,UCK
XEX -> YYP,FCA,HHH,EXA,PWH
AUL -> GZM,BNT,TA,JFC,DBB
GAD -> DEC,GWX,KBQ,WBS,IMG
MUP -> UUQ,CHN,OMS,UXX,VLW
TPL -> VMS,GNO,RHJ,XHX,FHA
TKG -> YFX,IPD,ZLG,LAD,WRI
EOB -> DKJ,CDS,JGY,VLJ,KBC
UTT -> SIS,AKQ,LZG,RSO,KPL
MHY -> EJW,XHD,MTL,ZRX,DNS
HII -> FZW,NRV,PDW,EJM,ZGC
IZK -> AER,VFS,VSK,QII,OJT
PFI -> UKN,IRD,LRN,WNY,VNU
UTA -> PSW,TIL,XQV,EKJ,ELN
KCF -> YXQ,IZ,RZJ,PAT,QWB
DEB -> XYM,SD,GRU,UFA,JYO
FIT -> FBC,NPX,TYZ,MDF,QFK
HCU -> CHK,EYP,MQX,KRP,AQO
GSN -> ZHY,FGQ,SKG,BCQ,LHA
NCG -> DRT,YKP,VJO,NAK,AMZ
PTU -> XKC,DBB,SCM,BLR,EGY
ZTB -> PLX,RLE,SUA,ODT,EFP
MCN -> GMM,IHS,KIY,GWM,RET
XGI -> FRZ,VPH,KTB,SVH,BHD
JXQ -> LUM,FDB,EGM,UOC,YZQ
IXQ -> MEK,HLX,FFJ,WVI,SYL
CMX -> GCD,PLK,VEL,NOU,ONO
SHX -> GJX,NIK,VZR,IGY,RWD
AJS -> EPR,ULK,TQG,UJP,QPC
DYG -> ZKK,HFH,XND,NHS,HEH
VJN -> XTS,HTY,FIL,RCS,GBC
NQF -> SSH,WTW,ILI,BID,SMQ
HBQ -> POD,FA,YRR,EOE,FAY
AUR -> SWZ,CEF,KJO,LQC,YWA
COG -> DNO,ZDL,BMI,LQH,IJL
RUQ -> BCW,WUS,HID,RYN,EJE
IAY -> LHT,NHN,TJQ,QVU,QTT
XWC -> WLR,LSI,BYA,IAJ,KKV
AKE -> PDL,FHB,GEN,SNC,KHT
FGN -> TTC,XMH,XVU,VYT,LIU
ARY -> TRC,YBV,BUW,XRY,IRD
GFY -> VHY,MPY,DJG,RNS,BZW
FTO -> NXX,QXB,XKH,VVP,XFB
RFR -> JUD,JPV,BUA,UVW,XUV
XZB -> QRI,WJD,ACQ,CNJ,CPP
ZQZ -> SUH,LDL,PIS,TEG,KXI
JIB -> QEU,VBG,SXX,AQV,HRO
PYH -> FC,ZGX,OEE,HIU,DEY
ZVV -> ISR,BWY,TZQ,MQB,YYY
SWC -> VDG,YEW,XLW,MYD,DFH
GZY -> KFM,MBQ,GDO,OPT,YZY
FQ  -> AWW,FZW,AKU,FWU,PX
KGZ -> GHS,XPD,TEG,XQA,VQQ
DDU -> RGP,AAJ,YBK,GFP,OTZ
WXY -> IUM,TGO,UQW,QRK,LTZ
IGM -> BNT,SPB,PFC,YAT,WZW
MOH -> NDU,RGH,VKD,YXL,DNO
TOC -> GRR,JEC,ITU,UVH,TJK
YGU -> EVB,UQD,DWN,WBX,SCI
BTJ -> NRM,YLA,VFE,SYM,CBF
CMH -> NJS,CEA,LPP,WJI,GAE
ETY -> WFG,TFW,UHM,QAR,KZX
IHC -> OLT,PEK,XVU,BQV,CVW
YGZ -> DVJ,SEA,IRQ,QBB,XSE
KDG -> LXK,PBS,XEP,YCD,QDI
GWJ -> QDJ,ZRL,XDQ,BWE,TQF
FGO -> XXH,ZSQ,OTU,ULN,RMP
JWY -> GI,GSM,RYQ,HLR,LTG
HRU -> AZZ,NRW,GWF,KCZ,FGL
GIG -> PDB,BTM,GLC,MYK,WZM
FGL -> TX,GVL,UEF,JWA,GER
OFG -> TRR,YZP,QJG,LBM,XJB
OLI -> TLY,MVA,RQJ,NZZ,DQG
STX -> AKM,NNA,MBK,WHX,IEY
DSN -> UIY,KPE,PHE,CUR,VIN
FWI -> VFL,NI,HTJ,FXU,FND
WFN -> HQO,GKT,FLJ,JLX,WWD
OOU -> CTV,FOA,YUQ,PUH,RRB
TRP -> EBX,RZP,XP,VZ,KGG
FAE -> UCO,OGL,XDX,GIW,ASM
GHG -> MGZ,DTW,MEW,RJB,AVY
ZCR -> QA,MYJ,UDU,JEN,UBZ
QUK -> BXC,YNX,DGN,WNA,TYD
CDK -> LDW,OWP,IUF,FSB,QJX
KEJ -> AWX,UZX,LXV,HYL,ITV
CGW -> EHQ,UUX,CML,PBT,PQH
EMD -> XPE,RYE,YJW,BVD,NMM
RRU -> HLZ,WGM,ECR,VIL,DIZ
UQI -> QWI,SNS,BZV,FHN,AVE
LEG -> VTJ,IKM,TVQ,CAN,OEZ
DLQ -> DOI,IDK,KQY,ELL,TZ
AFS -> GGZ,SCH,FCP,BNE,NRC
ICC -> DDJ,PRS,ISC,ASS,RVC
RPQ -> QRC,DMG,LGI,GAE,LDG
WVK -> BTM,XEB,UGI,BSP,GOH
GIP -> ESJ,FOE,WLY,OLO,LKM
WTB -> BMJ,LCH,BRA,MNV,EUM
KSK -> DTJ,BXK,GFA,ZJG,SWK
OXO -> ZAA,ZPQ,YGH,AAK,QOB
JFL -> FZO,XFV,CGF,AGJ,CXS
DZC -> DQS,NFX,SLJ,ZII,XYM
HWV -> BPW,TJD,AEI,MVI,JZS
SBF -> BZD,MYO,XNT,PSZ,GJP
SPH -> SXU,ZIJ,XHI,HGY,UER
CZX -> LOS,TJZ,JEZ,VMQ,DIF
FGW -> ZZF,CTD,CXS,WBD,YYQ
AK  -> JIH,CBM,HAH,KAN,GSB
RYG -> GSB,TIN,HLV,PJU,KTA
EOJ -> KD,FXP,SWT,FOW,TAY
MWD -> XWB,WP,MPI,YSN,FUD
JRC -> QYF,YSJ,FWQ,SXE,DXK
WDJ -> XFX,UKR,ROX,QID,ZPP
